identified_name,identified_rank,identified_no,accepted_name,accepted_rank,accepted_no,early_interval,max_ma,min_ma,reference_no,cc,state
Kawina sp.,genus,21616,Kawina,genus,21616,Chazyan,468.1,460.9,60944,CA,Quebec
Sphaerexochus sp.,genus,21779,Sphaerexochus,genus,21779,Chazyan,468.1,460.9,60944,CA,Quebec
Leperditella sp.,genus,23317,Leperditella,genus,23317,Chazyan,468.1,460.9,60944,CA,Quebec
Palaeocrinus sp.,genus,32291,Palaeocrinus,genus,32291,Chazyan,468.1,460.9,60944,CA,Quebec
Ceraurus sp.,genus,21491,Ceraurus,genus,21491,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Bathyurus sp.,genus,21090,Bathyurus,genus,21090,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Leperditella sp.,genus,23317,Leperditella,genus,23317,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Camerella sp.,genus,28179,Camerella,genus,28179,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Doleroides sp.,genus,26742,Doleroides,genus,26742,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Hesperorthis sp.,genus,26800,Hesperorthis,genus,26800,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Rostricellula sp.,genus,28877,Rostricellula,genus,28877,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Oepikina sp.,genus,27699,Oepikina,genus,27699,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Stictopora sp.,genus,25487,Stictopora,genus,25487,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Trepostomata indet.,order,150199,Trepostomata,order,150199,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Pachydictya sp.,genus,25451,Pachydictya,genus,25451,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Dekayia sp.,genus,25251,Dekayia,genus,25251,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ptilodictya sp.,genus,25473,Ptilodictya,genus,25473,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Stictoporella ? sp.,genus,25488,Stictoporella,genus,25488,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ulrichostylus ? sp.,genus,25503,Ulrichostylus,genus,25503,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Chasmatoporella sp.,genus,377824,Chasmatoporella,genus,377824,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Phylloporinidae indet.,family,136181,Phylloporinidae,family,136181,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Isotelus sp.,genus,20000,Isotelus,genus,20000,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Mimella sp.,genus,26858,Mimella,genus,26858,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Strophomena sp.,genus,28017,Strophomena,genus,28017,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Stictopora sp.,genus,25487,Stictopora,genus,25487,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Stictoporella sp.,genus,25488,Stictoporella,genus,25488,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Dekayia sp.,genus,25251,Dekayia,genus,25251,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Eurychilina sp.,genus,23177,Eurychilina,genus,23177,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Leperditella sp.,genus,23317,Leperditella,genus,23317,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Eukloedenella sp.,genus,23171,Eukloedenella,genus,23171,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Oepikella sp.,genus,23409,Oepikella,genus,23409,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ptilodictya sp.,genus,25473,Ptilodictya,genus,25473,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ulrichostylus sp.,genus,25503,Ulrichostylus,genus,25503,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Trepostomata indet.,order,150199,Trepostomata,order,150199,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Pachydictya sp.,genus,25451,Pachydictya,genus,25451,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Phylloporinidae indet.,family,136181,Phylloporinidae,family,136181,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Encrinuroides sp.,genus,21559,Encrinuroides,genus,21559,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Cybeloides sp.,genus,21518,Cybeloides,genus,21518,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ceraurinella sp.,genus,21485,Ceraurinella,genus,21485,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ceraurus sp.,genus,21491,Ceraurus,genus,21491,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Bumastoides sp.,genus,177301,Bumastoides,genus,19515,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Calyptaulax sp.,genus,21482,Calyptaulax,genus,21482,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Anataphrus sp.,genus,19845,Anataphrus,genus,19845,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Tetradella sp.,genus,23623,Tetradella,genus,23623,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Doleroides sp.,genus,26742,Doleroides,genus,26742,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Hesperorthis sp.,genus,26800,Hesperorthis,genus,26800,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Oepikina sp.,genus,27699,Oepikina,genus,27699,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Skenidioides sp.,genus,27001,Skenidioides,genus,27001,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Sowerbyella sp.,genus,27972,Sowerbyella,genus,27972,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Tetraphalerella sp.,genus,28060,Tetraphalerella,genus,28060,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Triplesia sp.,genus,27028,Triplesia,genus,27028,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Stictopora sp.,genus,25487,Stictopora,genus,25487,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Stictoporella sp.,genus,25488,Stictoporella,genus,25488,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ptilodictya sp.,genus,25473,Ptilodictya,genus,25473,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Athrophragma sp.,genus,25392,Athrophragma,genus,25392,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Hallopora ? sp.,genus,25275,Hallopora,genus,25275,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ulrichostylus ? sp.,genus,25503,Ulrichostylus,genus,25503,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Chasmatoporella sp.,genus,377824,Chasmatoporella,genus,377824,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Phylloporinidae indet.,family,136181,Phylloporinidae,family,136181,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Trepostomata indet.,order,150199,Trepostomata,order,150199,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Peronopora ? sp.,genus,25331,Peronopora,genus,25331,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Graptodictya sp.,genus,25415,Graptodictya,genus,25415,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Oanduella sp.,genus,25446,Oanduella,genus,25446,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Proavella ? sp.,genus,25465,Proavella,genus,25465,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Escharopora sp.,genus,25545,Escharopora,genus,25545,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Nematopora sp.,genus,25441,Nematopora,genus,25441,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ceraurinella sp.,genus,21485,Ceraurinella,genus,21485,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Holia sp.,genus,21602,Holia,genus,21602,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Acanthoparypha sp.,genus,21422,Acanthoparypha,genus,21422,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Sphaerexochus sp.,genus,21779,Sphaerexochus,genus,21779,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Pandaspinapyga sp.,genus,21678,Pandaspinapyga,genus,21678,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Encrinuroides sp.,genus,21559,Encrinuroides,genus,21559,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Cybeloides sp.,genus,21518,Cybeloides,genus,21518,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Heliomeroides sp.,genus,21597,Heliomeroides,genus,21597,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Dimeropyge sp.,genus,21153,Dimeropyge,genus,21153,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Carrickia sp.,genus,20390,Phorocephala,genus,20837,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Failleana sp.,genus,20512,Failleana,genus,20512,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Apianurus sp.,genus,19780,Apianurus,genus,19780,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Dolichoharpes sp.,genus,20460,Dolichoharpes,genus,20460,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Remopleurides sp.,genus,20172,Remopleurides,genus,20172,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ceratocephala sp.,genus,19787,Ceratocephala,genus,19787,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Hemiarges sp.,genus,19740,Hemiarges,genus,19740,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Amphilichas sp.,genus,19724,Amphilichas,genus,19724,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Bumastoides sp.,genus,177301,Bumastoides,genus,19515,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Nahannia sp.,genus,20735,Nahannia,genus,20735,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Calyptaulax sp.,genus,21482,Calyptaulax,genus,21482,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Nanillaenus sp.,genus,19622,Nanillaenus,genus,19622,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Chaulistomella sp.,genus,26702,Chaulistomella,genus,26702,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Glyptorthis sp.,genus,26792,Glyptorthis,genus,26792,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Macrocoelia sp.,genus,27605,Colaptomena,genus,27232,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Mimella sp.,genus,26858,Mimella,genus,26858,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Onychoplecia sp.,genus,26893,Onychoplecia,genus,26893,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Rostricellula sp.,genus,28877,Rostricellula,genus,28877,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Isotelus sp.,genus,20000,Isotelus,genus,20000,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ectoprimitia sp.,genus,23150,Ectoprimitia,genus,23150,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Euprimitia sp.,genus,23173,Euprimitia,genus,23173,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Winchellatia sp.,genus,23676,Winchellatia,genus,23676,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Platyrhomboides sp.,genus,24453,Platyrhomboides,genus,24453,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Steusloffina sp.,genus,24618,Steusloffina,genus,24618,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ludvigsenites sp.,genus,22873,Ludvigsenites,genus,22873,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Eohollina sp.,genus,23165,Eohollina,genus,23165,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Aparchites sp.,genus,22996,Aparchites,genus,22996,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Cryptophyllus sp.,genus,23105,Cryptophyllus,genus,23105,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Bairdiocypris sp.,genus,23923,Bairdiocypris,genus,23923,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Oecematobolbina sp.,genus,23407,Oecematobolbina,genus,23407,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Krausella sp.,genus,23786,Krausella,genus,23786,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Bolbopisthia sp.,genus,23039,Bolbopisthia,genus,23039,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Tetradella sp.,genus,23623,Tetradella,genus,23623,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Eurychilina sp.,genus,23177,Eurychilina,genus,23177,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Schmidtella sp.,genus,23559,Schmidtella,genus,23559,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Phylloporinidae indet.,family,136181,Phylloporinidae,family,136181,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Ulrichostylus sp.,genus,25503,Ulrichostylus,genus,25503,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Nematopora sp.,genus,25441,Nematopora,genus,25441,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Helopora sp.,genus,25418,Helopora,genus,25418,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Stictopora sp.,genus,25487,Stictopora,genus,25487,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Pachydictya sp.,genus,25451,Pachydictya,genus,25451,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Cyclostomata indet.,order,24775,Cyclostomata,order,24775,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Trepostomata indet.,order,150199,Trepostomata,order,150199,Chazyan,468.1,460.9,6928,CA,Northwest Territories
Hexactinellida ? indet.,class,3841,Hexactinellida,class,3841,Llandeilo,466,449.5,61158,CA,Northwest Territories
Lingulida ? indet.,order,26324,Lingulida,order,26324,Llandeilo,466,449.5,61158,CA,Northwest Territories
Nautiloidea indet.,subclass,61323,Nautiloidea,subclass,61323,Llandeilo,466,449.5,61158,CA,Northwest Territories
Dalmanellidae indet.,family,86571,Dalmanellidae,family,86571,Llandeilo,466,449.5,61158,CA,Northwest Territories
Cnemidopyge norfordi,species,19914,Cnemidopyge,genus,19914,Llandeilo,466,449.5,61158,CA,Northwest Territories
Ampyx sp.,genus,19840,Ampyx,genus,19840,Llandeilo,466,449.5,61158,CA,Northwest Territories
Spirantyx sp.,genus,22035,Spirantyx,genus,22035,Llandeilo,466,449.5,61158,CA,Northwest Territories
Robergiella cf. sagittalis,species,177616,Robergiella sagittalis,species,177616,Llandeilo,466,449.5,61158,CA,Northwest Territories
Platycalymene sp.,genus,21713,Platycalymene,genus,21713,Llandeilo,466,449.5,61158,CA,Northwest Territories
Cybeloides sp.,genus,21518,Cybeloides,genus,21518,Llandeilo,466,449.5,61158,CA,Northwest Territories
Lonchodomas sp.,genus,20035,Lonchodomas,genus,20035,Llandeilo,466,449.5,61158,CA,Northwest Territories
Kawina sp.,genus,21616,Kawina,genus,21616,Llandeilo,466,449.5,61158,CA,Northwest Territories
Arthrorhachis sp.,genus,19186,Arthrorhachis,genus,19186,Llandeilo,466,449.5,61158,CA,Northwest Territories
Peraspis sp.,genus,20828,Peraspis,genus,20828,Llandeilo,466,449.5,61158,CA,Northwest Territories
Staurocephalus sp.,genus,21782,Staurocephalus,genus,21782,Llandeilo,466,449.5,61158,CA,Northwest Territories
Agerina norrisi,species,21066,Agerina,genus,21066,Llandeilo,466,449.5,61158,CA,Northwest Territories
Ptychopariida indet.,order,20239,Ptychopariida,order,20239,Llandeilo,466,449.5,61158,CA,Northwest Territories
Orthograptus sp.,genus,33714,Orthograptus,genus,33714,Llandeilo,466,449.5,61158,CA,Northwest Territories
Diplograptus sp.,genus,33660,Diplograptus,genus,33660,Llandeilo,466,449.5,61158,CA,Northwest Territories
Amplexograptus ? sp.,genus,33615,Amplexograptus,genus,33615,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Bryozoa indet.,phylum,24773,Bryozoa,phylum,24773,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Sowerbyella ? sp.,genus,27972,Sowerbyella,genus,27972,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Rafinesquinidae indet.,family,84998,Rafinesquinidae,family,84998,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Orthidae indet.,family,82652,Orthidae,family,82652,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Inarticulata indet.,order,26587,Brachiopoda,phylum,26322,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Cnemidopyge sp.,genus,19914,Cnemidopyge,genus,19914,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Geragnostus sp.,genus,19228,Geragnostus,genus,19228,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Lonchodomas ? sp.,genus,20035,Lonchodomas,genus,20035,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Platycalymene sp.,genus,21713,Platycalymene,genus,21713,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Staurocephalus sp.,genus,21782,Staurocephalus,genus,21782,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Asaphidae indet.,family,82596,Asaphidae,family,82596,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Encrinuridae indet.,family,97159,Encrinuridae,family,97159,Darriwilian,467.3,453,60991,CA,Northwest Terrorities
Lingulella ? sp.,genus,26371,Lingulella,genus,26371,Middle Ordovician,470,458.4,60945,CA,Quebec
Rostricellula sp.,genus,28877,Rostricellula,genus,28877,Middle Ordovician,470,458.4,60945,CA,Quebec
Ctenodonta sp.,genus,16029,Ctenodonta,genus,16029,Middle Ordovician,470,458.4,60945,CA,Quebec
Modiolopsis sp.,genus,17148,Modiolopsis,genus,17148,Middle Ordovician,470,458.4,60945,CA,Quebec
Leperditella sp.,genus,23317,Leperditella,genus,23317,Middle Ordovician,470,458.4,60945,CA,Quebec
Apatochilina sp.,genus,22999,Apatochilina,genus,22999,Middle Ordovician,470,458.4,60945,CA,Quebec
Briartina sp.,genus,22929,Briartina,genus,22929,Middle Ordovician,470,458.4,60945,CA,Quebec
Michelinoceras sp.,genus,12542,Michelinoceras,genus,12542,Middle Ordovician,470,458.4,60945,CA,Quebec
Archaeogastropoda indet.,order,8515,Archaeogastropoda,order,8515,Middle Ordovician,470,458.4,60945,CA,Quebec
Hallopora sp.,genus,25275,Hallopora,genus,25275,Caradoc,460.9,449.5,60947,CA,Ontario
Mesotrypa sp.,genus,25303,Mesotrypa,genus,25303,Caradoc,460.9,449.5,60947,CA,Ontario
Pachydictya sp.,genus,25451,Pachydictya,genus,25451,Caradoc,460.9,449.5,60947,CA,Ontario
Prasopora sp.,genus,25340,Prasopora,genus,25340,Caradoc,460.9,449.5,60947,CA,Ontario
Rhinidictya sp.,genus,139262,Rhinidictya,genus,139262,Caradoc,460.9,449.5,60947,CA,Ontario
Stictoporella sp.,genus,25488,Stictoporella,genus,25488,Caradoc,460.9,449.5,60947,CA,Ontario
Dinorthis sp.,genus,26735,Dinorthis,genus,26735,Caradoc,460.9,449.5,60947,CA,Ontario
Hesperorthis sp.,genus,26800,Hesperorthis,genus,26800,Caradoc,460.9,449.5,60947,CA,Ontario
Oepikina sp.,genus,27699,Oepikina,genus,27699,Caradoc,460.9,449.5,60947,CA,Ontario
Platystrophia sp.,genus,26936,Platystrophia,genus,26936,Caradoc,460.9,449.5,60947,CA,Ontario
Plectorthis sp.,genus,26938,Plectorthis,genus,26938,Caradoc,460.9,449.5,60947,CA,Ontario
Rafinesquina sp.,genus,27866,Rafinesquina,genus,27866,Caradoc,460.9,449.5,60947,CA,Ontario
Resserella sp.,genus,26970,Resserella,genus,26970,Caradoc,460.9,449.5,60947,CA,Ontario
Rhynchotrema sp.,genus,28863,Rhynchotrema,genus,28863,Caradoc,460.9,449.5,60947,CA,Ontario
Sowerbyella sp.,genus,27972,Sowerbyella,genus,27972,Caradoc,460.9,449.5,60947,CA,Ontario
Anazyga sp.,genus,29771,Anazyga,genus,29771,Caradoc,460.9,449.5,60947,CA,Ontario
Zygospira sp.,genus,29977,Zygospira,genus,29977,Caradoc,460.9,449.5,60947,CA,Ontario
Ctenodonta sp.,genus,16029,Ctenodonta,genus,16029,Caradoc,460.9,449.5,60947,CA,Ontario
Nuculites sp.,genus,16085,Nuculites,genus,16085,Caradoc,460.9,449.5,60947,CA,Ontario
Tancrediopsis sp.,genus,16133,Tancrediopsis,genus,16133,Caradoc,460.9,449.5,60947,CA,Ontario
Isorophusella sp.,genus,30778,Isorophusella,genus,30778,Caradoc,460.9,449.5,60947,CA,Ontario
Cryptogoleus sp.,genus,30758,Cryptogoleus,genus,30758,Caradoc,460.9,449.5,60947,CA,Ontario
Ottawacrinus sp.,genus,32286,Ottawacrinus,genus,32286,Caradoc,460.9,449.5,60947,CA,Ontario
Glyptocystites sp.,genus,30965,Glyptocystites,genus,30965,Caradoc,460.9,449.5,60947,CA,Ontario
Cupulocrinus sp.,genus,32124,Cupulocrinus,genus,32124,Caradoc,460.9,449.5,60947,CA,Ontario
Eotomaria dryope,species,79495,Eotomaria dryope,species,75472,Caradoc,460.9,449.5,9042,CA,Ontario
Fusispira sp.,genus,9871,Fusispira,genus,9871,Caradoc,460.9,449.5,60947,CA,Ontario
Hormotoma sp.,genus,136702,Hormotoma,genus,81060,Caradoc,460.9,449.5,60947,CA,Ontario
Liospira sp.,genus,8926,Liospira,genus,8926,Caradoc,460.9,449.5,60947,CA,Ontario
Lophospira sp.,genus,8943,Lophospira,genus,8943,Caradoc,460.9,449.5,60947,CA,Ontario
Pterotheca sp.,genus,8368,Pterotheca,genus,8368,Caradoc,460.9,449.5,60947,CA,Ontario
Subulites sp.,genus,10532,Subulites,genus,10532,Caradoc,460.9,449.5,60947,CA,Ontario
Actinoceras sp.,genus,12657,Actinoceras,genus,12657,Caradoc,460.9,449.5,60947,CA,Ontario
Endoceras sp.,genus,12734,Endoceras,genus,12734,Caradoc,460.9,449.5,60947,CA,Ontario
Amphilichas sp.,genus,19724,Amphilichas,genus,19724,Caradoc,460.9,449.5,60947,CA,Ontario
Bumastoides sp.,genus,177301,Bumastoides,genus,19515,Caradoc,460.9,449.5,60947,CA,Ontario
Calyptaulax sp.,genus,21482,Calyptaulax,genus,21482,Caradoc,460.9,449.5,60947,CA,Ontario
Ceraurus sp.,genus,21491,Ceraurus,genus,21491,Caradoc,460.9,449.5,60947,CA,Ontario
Encrinuroides sp.,genus,21559,Encrinuroides,genus,21559,Caradoc,460.9,449.5,60947,CA,Ontario
Flexicalymene sp.,genus,21574,Flexicalymene,genus,21574,Caradoc,460.9,449.5,60947,CA,Ontario
Hemiarges sp.,genus,19740,Hemiarges,genus,19740,Caradoc,460.9,449.5,60947,CA,Ontario
Isotelus sp.,genus,20000,Isotelus,genus,20000,Caradoc,460.9,449.5,60947,CA,Ontario
Bassleratia sp.,genus,23014,Bassleratia,genus,23014,Caradoc,460.9,449.5,60947,CA,Ontario
Eoleperditia sp.,genus,22934,Eoleperditia,genus,22934,Caradoc,460.9,449.5,60947,CA,Ontario
Thomasatia sp.,genus,23628,Thomasatia,genus,23628,Caradoc,460.9,449.5,60947,CA,Ontario
Bellerophontidae indet.,family,54564,Bellerophontidae,family,54564,Caradoc,460.9,449.5,61157,CA,Northwest Territories
Conulariidae indet.,family,123858,Conulariidae,family,123858,Caradoc,460.9,449.5,61157,CA,Northwest Territories
Bivalvia indet.,class,16005,Bivalvia,class,16005,Caradoc,460.9,449.5,61157,CA,Northwest Territories
Nautiloidea indet.,subclass,61323,Nautiloidea,subclass,61323,Caradoc,460.9,449.5,61157,CA,Northwest Territories
